column,selected,seen,scheme_name,label_key,value,concept_uri,pref_label,broader_uri,depth,n_children,is_leaf
k_health-outcomes_sub_b_sub_j|4,0,1,Health - Outcomes,k_health-outcomes_sub_b_sub_j,4,https://vocab.destiny-evidence.org/health-outcomes/DSNY000468,Oral disorders,https://vocab.destiny-evidence.org/health-outcomes/DSNY000462,3,0,True
k_health-outcomes_sub_b_sub_j|5,0,1,Health - Outcomes,k_health-outcomes_sub_b_sub_j,5,https://vocab.destiny-evidence.org/health-outcomes/DSNY000469,Sudden infant death syndrome,https://vocab.destiny-evidence.org/health-outcomes/DSNY000462,3,0,True
k_health-outcomes_sub_c|0,0,1,Health - Outcomes,k_health-outcomes_sub_c,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000485,Self-harm and interpersonal violence,https://vocab.destiny-evidence.org/health-outcomes/DSNY000470,2,4,False
k_human-settlements_sub|0,0,4,Human settlements,k_human-settlements_sub,0,https://vocab.destiny-evidence.org/human-settlements/DSNY000509,1. Megacities,https://vocab.destiny-evidence.org/human-settlements/DSNY000505,2,0,True
k_human-settlements_sub|3,0,4,Human settlements,k_human-settlements_sub,3,https://vocab.destiny-evidence.org/human-settlements/DSNY000506,4. Towns,https://vocab.destiny-evidence.org/human-settlements/DSNY000505,2,0,True
k_health-outcomes_sub_c|2,0,1,Health - Outcomes,k_health-outcomes_sub_c,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,Unintentional injuries,https://vocab.destiny-evidence.org/health-outcomes/DSNY000470,2,12,False
k_health-outcomes_sub_c_sub|0,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000488,Conflict and terrorism,https://vocab.destiny-evidence.org/health-outcomes/DSNY000485,3,0,True
k_health-outcomes_sub_c_sub|1,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000487,Interpersonal violence,https://vocab.destiny-evidence.org/health-outcomes/DSNY000485,3,0,True
k_health-outcomes_sub_c_sub|2,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000489,Police conflict and executions,https://vocab.destiny-evidence.org/health-outcomes/DSNY000485,3,0,True
k_health-outcomes_sub_c_sub|3,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000486,Self-harm,https://vocab.destiny-evidence.org/health-outcomes/DSNY000485,3,0,True
k_health-outcomes_sub_c_sub_a|0,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000478,Adverse effects of medical treatment,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|1,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000479,Animal contact,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|2,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000474,Drowning,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|3,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000481,Electrocution,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|4,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,4,https://vocab.destiny-evidence.org/health-outcomes/DSNY000482,Environmental heat and cold exposure,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|5,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,5,https://vocab.destiny-evidence.org/health-outcomes/DSNY000483,Exposure to forces of nature,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|6,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,6,https://vocab.destiny-evidence.org/health-outcomes/DSNY000477,Exposure to mechanical forces,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|7,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,7,https://vocab.destiny-evidence.org/health-outcomes/DSNY000473,Falls,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|8,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,8,https://vocab.destiny-evidence.org/health-outcomes/DSNY000475,"Fire, heat, and hot substances",https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub|1,0,1,Health - Outcomes,k_health-outcomes_sub,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000305,"1.2. Communicable, maternal, neonatal, and nutritional mortality",https://vocab.destiny-evidence.org/health-outcomes/DSNY000296,2,4,False
k_health-outcomes_sub_sub|0,0,0,Health - Outcomes,k_health-outcomes_sub_sub,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000306,Infectious diseases mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000305,3,4,False
k_health-outcomes_sub_sub|1,0,0,Health - Outcomes,k_health-outcomes_sub_sub,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000312,Maternal mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000305,3,0,True
k_health-outcomes_sub_sub|2,0,0,Health - Outcomes,k_health-outcomes_sub_sub,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000311,Neonatal mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000305,3,0,True
k_health-outcomes_sub_sub|3,0,0,Health - Outcomes,k_health-outcomes_sub_sub,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000313,Nutrition-related mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000305,3,0,True
k_health-outcomes_sub_sub_sub|0,0,0,Health - Outcomes,k_health-outcomes_sub_sub_sub,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000308,Enteric infections mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000306,4,0,True
k_health-outcomes_sub_sub_sub|1,0,0,Health - Outcomes,k_health-outcomes_sub_sub_sub,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000309,Neglected tropical diseases and malaria mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000306,4,0,True
k_health-outcomes_sub_sub_sub|2,0,0,Health - Outcomes,k_health-outcomes_sub_sub_sub,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000310,Other infectious diseases mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000306,4,0,True
k_health-outcomes_sub_sub_sub|3,0,0,Health - Outcomes,k_health-outcomes_sub_sub_sub,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000307,Respiratory infections mortality (including tuberculosis),https://vocab.destiny-evidence.org/health-outcomes/DSNY000306,4,0,True
k_health-outcomes_sub_sub_a|0,0,0,Health - Outcomes,k_health-outcomes_sub_sub_a,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000299,Cardiovascular mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000298,3,0,True
k_health-outcomes_sub_sub_a|1,0,0,Health - Outcomes,k_health-outcomes_sub_sub_a,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000301,Chronic respiratory diseases mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000298,3,0,True
k_health-outcomes_sub_c_sub_a|10,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,10,https://vocab.destiny-evidence.org/health-outcomes/DSNY000476,Poisonings,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_health-outcomes_sub_c_sub_a|11,0,0,Health - Outcomes,k_health-outcomes_sub_c_sub_a,11,https://vocab.destiny-evidence.org/health-outcomes/DSNY000484,Z_Other unintentional injuries,https://vocab.destiny-evidence.org/health-outcomes/DSNY000472,3,0,True
k_human-settlements|1,0,8,Human settlements,k_human-settlements,1,https://vocab.destiny-evidence.org/human-settlements/DSNY000510,2. Peri-urban settlements,,1,0,True
k_human-settlements|2,0,8,Human settlements,k_human-settlements,2,https://vocab.destiny-evidence.org/human-settlements/DSNY000511,3. Informal settlements,,1,0,True
k_human-settlements|3,0,8,Human settlements,k_human-settlements,3,https://vocab.destiny-evidence.org/human-settlements/DSNY000513,4. Refugee/displaced settlements,,1,0,True
k_health-metrics_sub_b|1,0,0,Health - Metrics,k_health-metrics_sub_b,1,https://vocab.destiny-evidence.org/health-metrics/DSNY000295,Relative risk / odds ratio (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000293,2,0,True
k_health-metrics_sub_c|0,0,0,Health - Metrics,k_health-metrics_sub_c,0,https://vocab.destiny-evidence.org/health-metrics/DSNY000289,Emergency department visit (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000287,2,0,True
k_health-metrics_sub_c|1,0,0,Health - Metrics,k_health-metrics_sub_c,1,https://vocab.destiny-evidence.org/health-metrics/DSNY000291,Healthcare access disruption (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000287,2,0,True
k_health-metrics_sub_c|2,0,0,Health - Metrics,k_health-metrics_sub_c,2,https://vocab.destiny-evidence.org/health-metrics/DSNY000288,Hospital admission (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000287,2,0,True
k_health-metrics_sub_c|3,0,0,Health - Metrics,k_health-metrics_sub_c,3,https://vocab.destiny-evidence.org/health-metrics/DSNY000292,Length of hospital stay (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000287,2,0,True
k_health-metrics_sub_c|4,0,0,Health - Metrics,k_health-metrics_sub_c,4,https://vocab.destiny-evidence.org/health-metrics/DSNY000290,Outpatient / primary care visit (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000287,2,0,True
k_interventions-responses-solutions_sub_sub|2,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000103,Learning,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|3,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000104,Lifestyle change in place,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|4,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000105,Migration,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|5,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000101,Psychological coping,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|6,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,6,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000106,Self-protection,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|7,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,7,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000577,Z_Other behaviour related to adaptation,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub_a|1,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub_a,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000111,Behaviour related to goods/consumption/services,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,3,0,True
k_interventions-responses-solutions_sub_sub_a|2,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub_a,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000109,Behaviour related to households,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,3,0,True
k_interventions-responses-solutions_sub_sub_a|4,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub_a,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000578,Z_Other behaviour related to mitigation,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,3,0,True
k_health-outcomes_sub|0,0,1,Health - Outcomes,k_health-outcomes_sub,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000297,1.1. Total / all-cause mortality (Outcome),https://vocab.destiny-evidence.org/health-outcomes/DSNY000296,2,0,True
k_interventions-responses-solutions_sub_e_sub|1,0,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000564,Climate-resilient water / sanitation,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_interventions-responses-solutions_sub_a|2,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000593,Land / resource rights,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub_a|3,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000590,Participatory governance,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub_a|4,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000591,Social cohesion / mutual aid,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub_a|5,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000594,Z_Other community-based interventions,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub_b|1,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_b,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000581,Forest / land management,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000113,2,0,True
k_interventions-responses-solutions_sub_b|2,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_b,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000579,Urban green-blue infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000113,2,0,True
k_interventions-responses-solutions_sub_c|2,0,5,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000586,International development / aid,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,2,0,True
k_health-metrics_sub|4,0,1,Health - Metrics,k_health-metrics_sub,4,https://vocab.destiny-evidence.org/health-metrics/DSNY000280,Maternal mortality (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_health-metrics_sub|5,0,1,Health - Metrics,k_health-metrics_sub,5,https://vocab.destiny-evidence.org/health-metrics/DSNY000631,Potential years of life lost (PYLL) (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_health-metrics_sub|6,0,1,Health - Metrics,k_health-metrics_sub,6,https://vocab.destiny-evidence.org/health-metrics/DSNY000278,Years of life lost (YLL) (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_health-metrics_sub_a|1,0,1,Health - Metrics,k_health-metrics_sub_a,1,https://vocab.destiny-evidence.org/health-metrics/DSNY000285,Disability-adjusted life years (DALY) (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000281,2,0,True
k_health-metrics_sub_a|2,0,1,Health - Metrics,k_health-metrics_sub_a,2,https://vocab.destiny-evidence.org/health-metrics/DSNY000282,Incidence (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000281,2,0,True
k_health-metrics_sub_a|3,0,1,Health - Metrics,k_health-metrics_sub_a,3,https://vocab.destiny-evidence.org/health-metrics/DSNY000283,Prevalence (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000281,2,0,True
k_health-metrics_sub_a|4,0,1,Health - Metrics,k_health-metrics_sub_a,4,https://vocab.destiny-evidence.org/health-metrics/DSNY000284,Years lived with disability (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000281,2,0,True
k_health-metrics_sub_b|0,0,0,Health - Metrics,k_health-metrics_sub_b,0,https://vocab.destiny-evidence.org/health-metrics/DSNY000294,Attributable fraction / risk (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000293,2,0,True
k_health-exposure_sub|4,0,1,Health - Exposure,k_health-exposure_sub,4,https://vocab.destiny-evidence.org/health-exposure/DSNY000272,Violence / conflict (Exposure),https://vocab.destiny-evidence.org/health-exposure/DSNY000267,2,0,True
k_health-metrics|2,0,2,Health - Metrics,k_health-metrics,2,https://vocab.destiny-evidence.org/health-metrics/DSNY000293,Exposure quantification (Metric),,1,2,False
k_health-metrics|3,0,2,Health - Metrics,k_health-metrics,3,https://vocab.destiny-evidence.org/health-metrics/DSNY000287,Healthcare utilisation (Metric),,1,5,False
k_health-metrics_sub|0,0,1,Health - Metrics,k_health-metrics_sub,0,https://vocab.destiny-evidence.org/health-metrics/DSNY000275,All-cause mortality (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_health-metrics_sub|2,0,1,Health - Metrics,k_health-metrics_sub,2,https://vocab.destiny-evidence.org/health-metrics/DSNY000277,Excess mortality (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_health-metrics_sub|3,0,1,Health - Metrics,k_health-metrics_sub,3,https://vocab.destiny-evidence.org/health-metrics/DSNY000279,Infant / child mortality (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_interventions-responses-solutions_sub_c_sub|1,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000583,Health system governance,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_c_sub|2,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000644,Therapeutics and pharmaceuticals,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_c_sub|3,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000643,Vaccines and immunization,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_c_sub|4,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000646,Vector control,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_c_sub|5,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000647,Z_Other clinical / biomedical interventions,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_c_sub|6,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,6,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000648,Z_Other public health response,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_d|0,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_d,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000089,Fiscal / incentive policy,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,2,0,True
k_interventions-responses-solutions_sub_d|1,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_d,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000556,Health-in-all-policies,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,2,0,True
k_interventions-responses-solutions_sub_d|2,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_d,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000088,International / multilateral agreements,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,2,0,True
k_interventions-responses-solutions_sub_e_sub|0,0,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000565,Adaptive built environment,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_interventions-responses-solutions_sub_e_sub|2,0,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000568,Coastal / flood defence,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_interventions-responses-solutions_sub_e_sub|5,0,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000569,Other adaptation technologies / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|0,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000573,Carbon-intensive built environment,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|2,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000572,High-emission agricultural infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|3,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000574,Industrial / extractive infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|5,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000575,Waste infrastructure with high emissions,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|6,0,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,6,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000576,Z_Other emitting technologies / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|0,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000562,Carbon capture,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|1,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000557,Clean energy systems,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|2,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000559,Energy-efficiency,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|3,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000558,Low-emission transport,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_health-exposure|5,0,19,Health - Exposure,k_health-exposure,5,https://vocab.destiny-evidence.org/health-exposure/DSNY000273,Ultraviolet / solar radiation (Exposure),,1,0,True
k_health-exposure|6,0,19,Health - Exposure,k_health-exposure,6,https://vocab.destiny-evidence.org/health-exposure/DSNY000266,Vector distribution and ecology (Exposure),,1,0,True
k_health-exposure_sub|0,0,1,Health - Exposure,k_health-exposure_sub,0,https://vocab.destiny-evidence.org/health-exposure/DSNY000268,Housing quality / overcrowding (Exposure),https://vocab.destiny-evidence.org/health-exposure/DSNY000267,2,0,True
k_health-exposure_sub|2,0,1,Health - Exposure,k_health-exposure_sub,2,https://vocab.destiny-evidence.org/health-exposure/DSNY000270,Loss of place attachment / cultural identity (Exposure),https://vocab.destiny-evidence.org/health-exposure/DSNY000267,2,0,True
k_health-exposure_sub|3,0,1,Health - Exposure,k_health-exposure_sub,3,https://vocab.destiny-evidence.org/health-exposure/DSNY000271,Migration / forced displacement (Exposure),https://vocab.destiny-evidence.org/health-exposure/DSNY000267,2,0,True
k_methods_sub_sub_c|2,0,7,Methods,k_methods_sub_sub_c,2,https://vocab.destiny-evidence.org/methods/DSNY000548,Microsimulation,https://vocab.destiny-evidence.org/methods/DSNY000545,3,0,True
k_methods_sub_sub_c|4,0,7,Methods,k_methods_sub_sub_c,4,https://vocab.destiny-evidence.org/methods/DSNY000550,Other health-related modelling / simulation,https://vocab.destiny-evidence.org/methods/DSNY000545,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|5,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000561,Waste management / circular economy,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_interventions-responses-solutions_sub_e_sub_b|6,0,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,6,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000563,Z_Other mitigation technologies / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_methods_sub|0,0,15,Methods,k_methods_sub,0,https://vocab.destiny-evidence.org/methods/DSNY000529,(Quasi-)Experimental / group comparison designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,4,False
k_methods_sub|1,0,15,Methods,k_methods_sub,1,https://vocab.destiny-evidence.org/methods/DSNY000527,(Quasi-)Experimental / single-group designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,1,False
k_methods_sub|3,0,15,Methods,k_methods_sub,3,https://vocab.destiny-evidence.org/methods/DSNY000544,Mixed-methods,https://vocab.destiny-evidence.org/methods/DSNY000167,2,0,True
k_methods_sub|8,0,15,Methods,k_methods_sub,8,https://vocab.destiny-evidence.org/methods/DSNY000551,Z_Other study design,https://vocab.destiny-evidence.org/methods/DSNY000167,2,0,True
k_methods_sub_sub|0,0,0,Methods,k_methods_sub_sub,0,https://vocab.destiny-evidence.org/methods/DSNY000530,1. Randomised (RCT),https://vocab.destiny-evidence.org/methods/DSNY000529,3,0,True
k_methods_sub_sub|1,0,0,Methods,k_methods_sub_sub,1,https://vocab.destiny-evidence.org/methods/DSNY000531,2. Quasi-randomised / natural experiment,https://vocab.destiny-evidence.org/methods/DSNY000529,3,6,False
