column,selected,seen,scheme_name,label_key,value,concept_uri,pref_label,broader_uri,depth,n_children,is_leaf
k_methods|0,15,22,Methods,k_methods,0,https://vocab.destiny-evidence.org/methods/DSNY000167,1. Primary research,,1,9,False
k_population-gender-sex|0,12,12,Population - Gender/sex,k_population-gender-sex,0,https://vocab.destiny-evidence.org/population-gender-sex/DSNY000244,All genders,,1,0,True
k_interventions-responses-solutions|5,12,18,Interventions / responses / solutions,k_interventions-responses-solutions,5,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000093,Technology / infrastructure,,1,3,False
k_topic|0,12,22,Topic,k_topic,0,https://vocab.destiny-evidence.org/topic/DSNY000052,Adaptation,,1,3,False
k_topic|1,11,22,Topic,k_topic,1,https://vocab.destiny-evidence.org/topic/DSNY000053,Impact,,1,3,False
k_population-age|0,10,12,Population - Age,k_population-age,0,https://vocab.destiny-evidence.org/population-age/DSNY000248,1. All ages,,1,0,True
k_interventions-responses-solutions_sub_e|0,9,12,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,Adaptation technologies / infractstructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000093,2,6,False
k_topic_sub|2,9,11,Topic,k_topic_sub,2,https://vocab.destiny-evidence.org/topic/DSNY000638,Resilience,https://vocab.destiny-evidence.org/topic/DSNY000052,2,0,True
k_methods_sub|4,8,15,Methods,k_methods_sub,4,https://vocab.destiny-evidence.org/methods/DSNY000545,Modelling / simulation,https://vocab.destiny-evidence.org/methods/DSNY000167,2,5,False
k_methods|1,7,22,Methods,k_methods,1,https://vocab.destiny-evidence.org/methods/DSNY000198,2. Evidence synthesis,,1,6,False
k_sectors|0,7,11,Sectors,k_sectors,0,https://vocab.destiny-evidence.org/sectors/DSNY000115,"Agriculture, fishing, and forestry (Sector)",,1,0,True
k_interventions-responses-solutions_sub_e_sub|3,7,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000566,Digital / data-based technology / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_methods_sub_sub_c|3,7,7,Methods,k_methods_sub_sub_c,3,https://vocab.destiny-evidence.org/methods/DSNY000549,Other climate-related modelling / simulation,https://vocab.destiny-evidence.org/methods/DSNY000545,3,0,True
k_health-exposure|1,6,19,Health - Exposure,k_health-exposure,1,https://vocab.destiny-evidence.org/health-exposure/DSNY000265,Extreme weather events (Exposure),,1,0,True
k_human-settlements|0,5,8,Human settlements,k_human-settlements,0,https://vocab.destiny-evidence.org/human-settlements/DSNY000505,1. Formal urban settlements,,1,4,False
k_actors|1,5,8,Actors,k_actors,1,https://vocab.destiny-evidence.org/actors/DSNY000163,2. Governments (Actor),,1,0,True
k_health-exposure|0,5,19,Health - Exposure,k_health-exposure,0,https://vocab.destiny-evidence.org/health-exposure/DSNY000262,Air quality (Exposure),,1,0,True
k_climate-factors-climate-forcing-agents|6,5,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,6,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000613,Particulate matter (PM10) / fine particulate matter (PM2.5) / black/organic carbon / sulfate/nitrate aerosols,,1,0,True
k_methods_sub|2,5,15,Methods,k_methods_sub,2,https://vocab.destiny-evidence.org/methods/DSNY000515,Descriptive / single-group designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,3,False
k_health-exposure|2,5,19,Health - Exposure,k_health-exposure,2,https://vocab.destiny-evidence.org/health-exposure/DSNY000263,Food supply and safety (Exposure),,1,0,True
k_topic|2,5,22,Topic,k_topic,2,https://vocab.destiny-evidence.org/topic/DSNY000051,Mitigation,,1,1,False
k_interventions-responses-solutions|3,5,18,Interventions / responses / solutions,k_interventions-responses-solutions,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,Institutional,,1,5,False
k_topic_sub|1,4,11,Topic,k_topic_sub,1,https://vocab.destiny-evidence.org/topic/DSNY000639,Preparedness,https://vocab.destiny-evidence.org/topic/DSNY000052,2,0,True
k_climate-factors-extreme-weather-events|7,4,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,7,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000609,Storms and severe wind,,1,0,True
k_climate-factors-climate-drivers-variability|8,4,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,8,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000602,Changes in temperature,,1,0,True
k_human-settlements_sub|1,4,4,Human settlements,k_human-settlements_sub,1,https://vocab.destiny-evidence.org/human-settlements/DSNY000508,2. Million-cities,https://vocab.destiny-evidence.org/human-settlements/DSNY000505,2,0,True
k_human-settlements|4,4,8,Human settlements,k_human-settlements,4,https://vocab.destiny-evidence.org/human-settlements/DSNY000640,5. Rural settlements,,1,0,True
k_health-outcomes_sub_b|1,3,3,Health - Outcomes,k_health-outcomes_sub_b,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000397,Chronic respiratory diseases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000377,2,6,False
k_health-outcomes|2,3,5,Health - Outcomes,k_health-outcomes,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000377,3. Non-communicable diseases,,1,12,False
k_climate-factors-climate-drivers-variability|1,3,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,1,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000595,(Unspecified) climate change,,1,0,True
k_climate-factors-extreme-weather-events|9,3,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,9,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000604,Z_(Unspecified) extreme weather events,,1,0,True
k_methods_sub_sub_b|1,3,5,Methods,k_methods_sub_sub_b,1,https://vocab.destiny-evidence.org/methods/DSNY000518,Case series / descriptive multi-case study,https://vocab.destiny-evidence.org/methods/DSNY000515,3,0,True
k_methods_sub_a|5,3,7,Methods,k_methods_sub_a,5,https://vocab.destiny-evidence.org/methods/DSNY000555,Z_Other evidence synthesis type,https://vocab.destiny-evidence.org/methods/DSNY000198,2,0,True
k_governance-scale|4,3,9,Governance scale,k_governance-scale,4,https://vocab.destiny-evidence.org/governance-scale/DSNY000132,Sub-national - local / municipal (Governance scale),,1,0,True
k_governance-scale|5,3,9,Governance scale,k_governance-scale,5,https://vocab.destiny-evidence.org/governance-scale/DSNY000230,Sub-national - regional (Governance scale),,1,0,True
k_climate-factors-extreme-weather-events|5,3,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,5,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000608,Floods,,1,0,True
k_methods_sub|6,3,15,Methods,k_methods_sub,6,https://vocab.destiny-evidence.org/methods/DSNY000519,Observational / single-group designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,2,False
k_interventions-responses-solutions_sub_e_sub|4,2,8,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000567,Food security technology,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000095,3,0,True
k_health-exposure|4,2,19,Health - Exposure,k_health-exposure,4,https://vocab.destiny-evidence.org/health-exposure/DSNY000267,Social factors (Exposure),,1,5,False
k_sectors|12,2,11,Sectors,k_sectors,12,https://vocab.destiny-evidence.org/sectors/DSNY000126,"Water, sanitation, and waste management (Sector)",,1,0,True
k_interventions-responses-solutions_sub_c|0,2,5,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000585,Emergency / disaster management,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,2,0,True
k_health-exposure|7,2,19,Health - Exposure,k_health-exposure,7,https://vocab.destiny-evidence.org/health-exposure/DSNY000264,Water quality and quantity (Exposure),,1,0,True
k_interventions-responses-solutions_sub_a|0,2,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000589,Community-based adaptation,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub|1,2,3,Interventions / responses / solutions,k_interventions-responses-solutions_sub,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,Mitigation behaviours,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000097,2,5,False
k_interventions-responses-solutions_sub_c|3,2,5,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000584,Research / knowledge systems / education,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,2,0,True
k_interventions-responses-solutions_sub_e|2,2,12,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,Mitigation technologies / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000093,2,7,False
k_actors|4,2,8,Actors,k_actors,4,https://vocab.destiny-evidence.org/actors/DSNY000166,5. Households / individuals (Actor),,1,0,True
k_climate-factors-climate-drivers-variability|6,2,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,6,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000600,Changes in sea level,,1,0,True
k_climate-factors-climate-drivers-variability|3,2,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,3,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000598,Changes in humidity,,1,0,True
k_interventions-responses-solutions|4,2,18,Interventions / responses / solutions,k_interventions-responses-solutions,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,Policy,,1,5,False
k_interventions-responses-solutions|1,2,18,Interventions / responses / solutions,k_interventions-responses-solutions,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,Community-based,,1,6,False
k_interventions-responses-solutions|2,2,18,Interventions / responses / solutions,k_interventions-responses-solutions,2,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000113,Ecosystem-based,,1,4,False
k_interventions-responses-solutions|0,2,18,Interventions / responses / solutions,k_interventions-responses-solutions,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000097,Behavior / culture,,1,2,False
k_methods_sub_a|3,2,7,Methods,k_methods_sub_a,3,https://vocab.destiny-evidence.org/methods/DSNY000206,Narrative review,https://vocab.destiny-evidence.org/methods/DSNY000198,2,0,True
k_climate-factors-extreme-weather-events|2,2,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,2,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000607,Extreme heat,,1,0,True
k_topic_sub_b|0,2,2,Topic,k_topic_sub_b,0,https://vocab.destiny-evidence.org/topic/DSNY000491,Co-Benefits,https://vocab.destiny-evidence.org/topic/DSNY000051,2,0,True
k_geographic-feature-and-biomes|1,2,6,Geographic features and biomes,k_geographic-feature-and-biomes,1,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000664,Coastal,,1,0,True
k_population-age|4,2,12,Population - Age,k_population-age,4,https://vocab.destiny-evidence.org/population-age/DSNY000255,5. Adult,,1,3,False
k_climate-factors-climate-drivers-variability|9,2,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,9,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000603,Changes in wind speed,,1,0,True
k_health-outcomes|1,2,5,Health - Outcomes,k_health-outcomes,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000314,"2. Communicable, maternal, neonatal, and nutritional diseases",,1,7,False
k_governance-scale|2,2,9,Governance scale,k_governance-scale,2,https://vocab.destiny-evidence.org/governance-scale/DSNY000128,International - regional (Governance scale),,1,0,True
k_topic_sub_a|1,2,2,Topic,k_topic_sub_a,1,https://vocab.destiny-evidence.org/topic/DSNY000493,Future impact,https://vocab.destiny-evidence.org/topic/DSNY000053,2,0,True
k_sectors|9,1,11,Sectors,k_sectors,9,https://vocab.destiny-evidence.org/sectors/DSNY000124,Public administration (Sector),,1,0,True
k_sectors|11,1,11,Sectors,k_sectors,11,https://vocab.destiny-evidence.org/sectors/DSNY000125,Transportation (Sector),,1,0,True
k_methods_sub_a|4,1,7,Methods,k_methods_sub_a,4,https://vocab.destiny-evidence.org/methods/DSNY000201,Systematic reviews,https://vocab.destiny-evidence.org/methods/DSNY000198,2,9,False
k_population-age_sub_b_sub|0,1,1,Population - Age,k_population-age_sub_b_sub,0,https://vocab.destiny-evidence.org/population-age/DSNY000259,Aged (65-78 years),https://vocab.destiny-evidence.org/population-age/DSNY000258,3,0,True
k_methods_sub_sub_d|1,1,1,Methods,k_methods_sub_sub_d,1,https://vocab.destiny-evidence.org/methods/DSNY000524,Cohort / panel data / longitudinal study,https://vocab.destiny-evidence.org/methods/DSNY000522,3,0,True
k_methods_sub_sub_e|1,1,1,Methods,k_methods_sub_sub_e,1,https://vocab.destiny-evidence.org/methods/DSNY000521,Interrupted time series (uncontrolled),https://vocab.destiny-evidence.org/methods/DSNY000519,3,0,True
k_methods_sub_a|0,1,7,Methods,k_methods_sub_a,0,https://vocab.destiny-evidence.org/methods/DSNY000207,Guideline (clinical or public health),https://vocab.destiny-evidence.org/methods/DSNY000198,2,0,True
k_interventions-responses-solutions_sub_e_sub_b|4,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_b,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000560,Sustainable food systems,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000094,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|4,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000571,Internal combustion transport infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_interventions-responses-solutions_sub_e_sub_a|1,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e_sub_a,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000570,Fossil fuel-based energy systems,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,3,0,True
k_health-exposure|3,1,19,Health - Exposure,k_health-exposure,3,https://vocab.destiny-evidence.org/health-exposure/DSNY000261,Heat stress (Exposure),,1,0,True
k_governance-scale|3,1,9,Governance scale,k_governance-scale,3,https://vocab.destiny-evidence.org/governance-scale/DSNY000131,National (Governance scale),,1,0,True
k_geographic-feature-and-biomes|18,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,18,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000151,Valley,,1,0,True
k_governance-scale|6,1,9,Governance scale,k_governance-scale,6,https://vocab.destiny-evidence.org/governance-scale/DSNY000135,Z_Household / individual (Governance scale),,1,0,True
k_geographic-feature-and-biomes|3,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,3,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000501,Delta / floodplain,,1,0,True
k_methods_sub_sub_b|2,1,5,Methods,k_methods_sub_sub_b,2,https://vocab.destiny-evidence.org/methods/DSNY000517,Cross-sectional / single-round survey,https://vocab.destiny-evidence.org/methods/DSNY000515,3,0,True
k_methods_sub_sub_b|0,1,5,Methods,k_methods_sub_sub_b,0,https://vocab.destiny-evidence.org/methods/DSNY000516,Case report / case study,https://vocab.destiny-evidence.org/methods/DSNY000515,3,0,True
k_geographic-feature-and-biomes|12,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,12,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000498,Riparian,,1,0,True
k_geographic-feature-and-biomes|10,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,10,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000147,Mountain (alpine),,1,0,True
k_geographic-feature-and-biomes|7,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,7,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000146,Island,,1,0,True
k_geographic-feature-and-biomes|8,1,6,Geographic features and biomes,k_geographic-feature-and-biomes,8,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000502,Mangrove,,1,0,True
k_methods_sub|5,1,15,Methods,k_methods_sub,5,https://vocab.destiny-evidence.org/methods/DSNY000522,Observational / group comparison designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,4,False
k_methods_sub|7,1,15,Methods,k_methods_sub,7,https://vocab.destiny-evidence.org/methods/DSNY000541,Qualitative designs,https://vocab.destiny-evidence.org/methods/DSNY000167,2,3,False
k_climate-zones|0,1,1,Climate zones,k_climate-zones,0,https://vocab.destiny-evidence.org/climate-zones/DSNY000658,Continental,,1,0,True
k_climate-factors-fossil-fuels|0,1,1,Climate factors - Fossil fuels,k_climate-factors-fossil-fuels,0,https://vocab.destiny-evidence.org/climate-factors-fossil-fuels/DSNY000619,(Unspecified) fossil fuels,,1,0,True
k_climate-factors-extreme-weather-events|8,1,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,8,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000610,Wildfires,,1,0,True
k_climate-factors-extreme-weather-events|3,1,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,3,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000633,Extreme precipitation,,1,0,True
k_climate-factors-climate-forcing-agents|1,1,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,1,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000612,Carbon dioxide (CO₂),,1,0,True
k_climate-factors-climate-forcing-agents|3,1,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,3,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000615,Methane (CH₄),,1,0,True
k_population-age_sub_b|2,1,1,Population - Age,k_population-age_sub_b,2,https://vocab.destiny-evidence.org/population-age/DSNY000258,5.3. Aged (65 years and older),https://vocab.destiny-evidence.org/population-age/DSNY000255,2,2,False
k_population-age_sub_b|1,1,1,Population - Age,k_population-age_sub_b,1,https://vocab.destiny-evidence.org/population-age/DSNY000257,5.2. Middle aged (45-64 years),https://vocab.destiny-evidence.org/population-age/DSNY000255,2,0,True
k_methods_sub_a_sub|7,1,1,Methods,k_methods_sub_a_sub,7,https://vocab.destiny-evidence.org/methods/DSNY000202,Systematic review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|3,1,1,Methods,k_methods_sub_a_sub,3,https://vocab.destiny-evidence.org/methods/DSNY000552,Qualitative evidence synthesis,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_population-vulnerability|6,1,1,Population - Vulnerability,k_population-vulnerability,6,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000239,Low-income (Vulnerability),,1,0,True
k_health-metrics_sub|1,1,1,Health - Metrics,k_health-metrics_sub,1,https://vocab.destiny-evidence.org/health-metrics/DSNY000276,Cause-specific mortality (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000274,2,0,True
k_interventions-responses-solutions_sub_d|4,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_d,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000092,Regulatory / legislative policy,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,2,0,True
k_health-metrics|1,1,2,Health - Metrics,k_health-metrics,1,https://vocab.destiny-evidence.org/health-metrics/DSNY000281,Disease burden / quality of life (Metric),,1,5,False
k_health-metrics|0,1,2,Health - Metrics,k_health-metrics,0,https://vocab.destiny-evidence.org/health-metrics/DSNY000274,Death (Metric),,1,7,False
k_interventions-responses-solutions_sub_d|3,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_d,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000090,National / subnational policy,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000087,2,0,True
k_health-outcomes_sub|2,1,1,Health - Outcomes,k_health-outcomes_sub,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000298,1.3. Non-communicable mortality,https://vocab.destiny-evidence.org/health-outcomes/DSNY000296,2,6,False
k_health-outcomes|3,1,5,Health - Outcomes,k_health-outcomes,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000470,4. Injuries,,1,3,False
k_interventions-responses-solutions_sub_sub_a|0,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub_a,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000110,Behaviour related to food/diet,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,3,0,True
k_interventions-responses-solutions_sub_sub_a|3,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub_a,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000108,Behaviour related to mobility,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000107,3,0,True
k_interventions-responses-solutions_sub_sub|1,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000102,Household protection,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_interventions-responses-solutions_sub_sub|0,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_sub,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000099,Civic engagement,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,3,0,True
k_health-outcomes|0,1,5,Health - Outcomes,k_health-outcomes,0,https://vocab.destiny-evidence.org/health-outcomes/DSNY000296,1. Mortality (Outcome),,1,3,False
k_interventions-responses-solutions_sub|0,1,3,Interventions / responses / solutions,k_interventions-responses-solutions_sub,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000098,Adaptation behaviours,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000097,2,8,False
k_interventions-responses-solutions_sub_c|4,1,5,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c,4,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000587,Z_Other institution-based interventions,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,2,0,True
k_health-metrics_sub_a|0,1,1,Health - Metrics,k_health-metrics_sub_a,0,https://vocab.destiny-evidence.org/health-metrics/DSNY000286,(Health-related) quality of life (HrQoL/QoL) (Metric),https://vocab.destiny-evidence.org/health-metrics/DSNY000281,2,0,True
k_interventions-responses-solutions_sub_c_sub|0,1,1,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c_sub,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000645,Diagnostics and surveillance tools,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,3,0,True
k_interventions-responses-solutions_sub_e|1,1,12,Interventions / responses / solutions,k_interventions-responses-solutions_sub_e,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000096,Emitting technologies / infrastructure,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000093,2,7,False
k_interventions-responses-solutions_sub_a|1,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_a,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000592,Cultural identity,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000588,2,0,True
k_interventions-responses-solutions_sub_b|0,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_b,0,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000580,Coastal / marine protection,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000113,2,0,True
k_interventions-responses-solutions_sub_b|3,1,2,Interventions / responses / solutions,k_interventions-responses-solutions_sub_b,3,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000582,Z_Other ecosystem-based interventions,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000113,2,0,True
k_interventions-responses-solutions_sub_c|1,1,5,Interventions / responses / solutions,k_interventions-responses-solutions_sub_c,1,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000642,Health systems and public health,https://vocab.destiny-evidence.org/interventions-responses-solutions/DSNY000114,2,7,False
k_health-exposure_sub|1,1,1,Health - Exposure,k_health-exposure_sub,1,https://vocab.destiny-evidence.org/health-exposure/DSNY000269,Loss of livelihood / income (Exposure),https://vocab.destiny-evidence.org/health-exposure/DSNY000267,2,0,True
k_health-outcomes_sub_b_sub_a|1,1,1,Health - Outcomes,k_health-outcomes_sub_b_sub_a,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000400,Asthma,https://vocab.destiny-evidence.org/health-outcomes/DSNY000397,3,0,True
k_health-outcomes_sub_a|5,1,2,Health - Outcomes,k_health-outcomes_sub_a,5,https://vocab.destiny-evidence.org/health-outcomes/DSNY000318,Respiratory infections and tuberculosis,https://vocab.destiny-evidence.org/health-outcomes/DSNY000314,2,5,False
k_health-outcomes_sub_a|6,1,2,Health - Outcomes,k_health-outcomes_sub_a,6,https://vocab.destiny-evidence.org/health-outcomes/DSNY000353,Z_Other infectious diseases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000314,2,10,False
k_health-outcomes_sub_c|1,1,1,Health - Outcomes,k_health-outcomes_sub_c,1,https://vocab.destiny-evidence.org/health-outcomes/DSNY000471,Transport injuries,https://vocab.destiny-evidence.org/health-outcomes/DSNY000470,2,0,True
k_health-outcomes_sub_b_sub_j|6,1,1,Health - Outcomes,k_health-outcomes_sub_b_sub_j,6,https://vocab.destiny-evidence.org/health-outcomes/DSNY000464,Urinary diseases and male infertility,https://vocab.destiny-evidence.org/health-outcomes/DSNY000462,3,0,True
k_human-settlements_sub|2,1,4,Human settlements,k_human-settlements_sub,2,https://vocab.destiny-evidence.org/human-settlements/DSNY000507,3. Cities,https://vocab.destiny-evidence.org/human-settlements/DSNY000505,2,0,True
k_health-outcomes_sub_b_sub_g|2,1,1,Health - Outcomes,k_health-outcomes_sub_b_sub_g,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000460,Other sense organ diseases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000457,3,0,True
k_actors|3,1,8,Actors,k_actors,3,https://vocab.destiny-evidence.org/actors/DSNY000165,4. Civil society (Actor),,1,0,True
k_health-outcomes_sub_b|11,1,3,Health - Outcomes,k_health-outcomes_sub_b,11,https://vocab.destiny-evidence.org/health-outcomes/DSNY000462,Z_Other non-communicable diseases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000377,2,7,False
k_health-outcomes_sub_a_sub_e|4,1,1,Health - Outcomes,k_health-outcomes_sub_a_sub_e,4,https://vocab.destiny-evidence.org/health-outcomes/DSNY000321,Upper respiratory infections,https://vocab.destiny-evidence.org/health-outcomes/DSNY000318,3,0,True
k_health-outcomes_sub_a_sub_f|5,1,1,Health - Outcomes,k_health-outcomes_sub_a_sub_f,5,https://vocab.destiny-evidence.org/health-outcomes/DSNY000354,Meningitis,https://vocab.destiny-evidence.org/health-outcomes/DSNY000353,3,0,True
k_health-outcomes_sub_b|8,1,3,Health - Outcomes,k_health-outcomes_sub_b,8,https://vocab.destiny-evidence.org/health-outcomes/DSNY000457,Sense organ diseases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000377,2,3,False
k_climate-factors-climate-drivers-variability|5,1,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,5,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000599,Changes in precipitation,,1,0,True
